CODGEO,NOM_COMMUNE,POPULATION,DEP,REG
60392,Mélicocq,789,60,32
60393,Mello,600,60,32
60394,Ménévillers,103,60,32
60395,Méru,13897,60,32
60396,Méry-la-Bataille,604,60,32
60397,Le Mesnil-Conteville,66,60,32
60398,Le Mesnil-en-Thelle,2439,60,32
60399,Le Mesnil-Saint-Firmin,248,60,32
60400,Le Mesnil-sur-Bulles,265,60,32
60401,Le Mesnil-Théribus,770,60,32
60402,Le Meux,2327,60,32
60403,Milly-sur-Thérain,1922,60,32
60404,Mogneville,1487,60,32
60405,Moliens,1117,60,32
60406,Monceaux,947,60,32
60407,Monceaux-l'Abbaye,211,60,32
60408,Monchy-Humières,772,60,32
60409,Monchy-Saint-Éloi,2155,60,32
60410,Mondescourt,247,60,32
60411,Monneville,765,60,32
60412,Montagny-en-Vexin,672,60,32
60413,Montagny-Sainte-Félicité,425,60,32
60414,Montataire,14257,60,32
60415,Montépilloy,159,60,32
60416,Montgérain,166,60,32
60418,Montiers,392,60,32
60420,Montjavoult,530,60,32
60421,Mont-l'Évêque,416,60,32
60422,Montlognon,207,60,32
60423,Montmacq,1142,60,32
60424,Montmartin,294,60,32
60425,Montreuil-sur-Brêche,497,60,32
60426,Montreuil-sur-Thérain,239,60,32
60427,Monts,187,60,32
60428,Le Mont-Saint-Adrien,652,60,32
60429,Morangles,412,60,32
60430,Morienval,1035,60,32
60431,Morlincourt,500,60,32
60432,Mortefontaine,834,60,32
60433,Mortefontaine-en-Thelle,958,60,32
60434,Mortemer,220,60,32
60435,Morvillers,506,60,32
60436,Mory-Montcrux,84,60,32
60437,Mouchy-le-Châtel,72,60,32
60438,Moulin-sous-Touvent,185,60,32
60439,Mouy,5319,60,32
60440,Moyenneville,575,60,32
60441,Moyvillers,647,60,32
60442,Muidorge,133,60,32
60443,Muirancourt,587,60,32
60444,Mureaumont,141,60,32
60445,Nampcel,293,60,32
60446,Nanteuil-le-Haudouin,4258,60,32
60447,Néry,670,60,32
60448,Neufchelles,386,60,32
60449,Neufvy-sur-Aronde,280,60,32
60450,Neuilly-en-Thelle,4127,60,32
60451,Neuilly-sous-Clermont,1571,60,32
60452,Neuville-Bosc,472,60,32
60454,La Neuville-en-Hez,961,60,32
60456,La Neuville-Roy,897,60,32
60457,La Neuville-Saint-Pierre,162,60,32
60458,La Neuville-sur-Oudeuil,301,60,32
60459,La Neuville-sur-Ressons,200,60,32
60460,La Neuville-Vault,213,60,32
60461,Nivillers,213,60,32
60462,Noailles,2877,60,32
60463,Nogent-sur-Oise,21907,60,32
60464,Nointel,1170,60,32
60465,Noirémont,194,60,32
60466,Noroy,247,60,32
60468,Nourard-le-Franc,301,60,32
60469,Novillers,392,60,32
60470,Noyers-Saint-Martin,887,60,32
60471,Noyon,12971,60,32
60472,Offoy,109,60,32
60473,Ognes,346,60,32
60474,Ognolles,285,60,32
60476,Omécourt,201,60,32
60477,Ons-en-Bray,1367,60,32
60478,Ormoy-le-Davien,375,60,32
60479,Ormoy-Villers,805,60,32
60480,Oroër,537,60,32
60481,Orrouy,572,60,32
60482,Orry-la-Ville,3583,60,32
60483,Orvillers-Sorel,513,60,32
60484,Oudeuil,293,60,32
60485,Oursel-Maison,248,60,32
60486,Paillart,576,60,32
60487,Parnes,313,60,32
60488,Passel,271,60,32
60489,Péroy-les-Gombries,1224,60,32
60490,Pierrefitte-en-Beauvaisis,365,60,32
60491,Pierrefonds,1877,60,32
60492,Pimprez,848,60,32
60493,Pisseleu,519,60,32
60494,Plailly,1786,60,32
60495,Plainval,422,60,32
60496,Plainville,159,60,32
60497,Le Plessier-sur-Bulles,213,60,32
60498,Le Plessier-sur-Saint-Just,521,60,32
60499,Plessis-de-Roye,245,60,32
60500,Le Plessis-Belleville,4009,60,32
60501,Le Plessis-Brion,1298,60,32
60502,Le Plessis-Patte-d'Oie,113,60,32
60503,Le Ployron,112,60,32
60504,Ponchon,1163,60,32
60505,Pontarmé,905,60,32
60506,Pont-l'Évêque,648,60,32
60507,Pontoise-lès-Noyon,427,60,32
60508,Pontpoint,3275,60,32
60509,Pont-Sainte-Maxence,12361,60,32
60510,Porcheux,677,60,32
60511,Porquéricourt,416,60,32
60512,Pouilly,148,60,32
60513,Précy-sur-Oise,3332,60,32
60514,Prévillers,251,60,32
60515,Pronleroy,365,60,32
60516,Puiseux-en-Bray,398,60,32
60517,Puiseux-le-Hauberger,877,60,32
60518,Puits-la-Vallée,203,60,32
60519,Quesmy,171,60,32
60520,Le Quesnel-Aubry,217,60,32
60521,Quincampoix-Fleuzy,410,60,32
60522,Quinquempoix,320,60,32
60523,Rainvillers,895,60,32
60524,Rantigny,2524,60,32
60525,Raray,127,60,32
60526,Ravenel,1041,60,32
60527,Réez-Fosse-Martin,140,60,32
60528,Reilly,115,60,32
60529,Rémécourt,78,60,32
60530,Rémérangles,210,60,32
60531,Remy,1928,60,32
60533,Ressons-sur-Matz,1727,60,32
60534,Rethondes,647,60,32
60535,Reuil-sur-Brêche,329,60,32
60536,Rhuis,134,60,32
60537,Ribécourt-Dreslincourt,3871,60,32
60538,Ricquebourg,298,60,32
60539,Rieux,1559,60,32
60540,Rivecourt,639,60,32
60541,Roberval,350,60,32
60542,Rochy-Condé,995,60,32
60543,Rocquemont,117,60,32
60544,Rocquencourt,184,60,32
60545,Romescamps,560,60,32
60546,Rosières,139,60,32
60547,Rosoy,622,60,32
60548,Rosoy-en-Multien,604,60,32
60549,Rotangy,235,60,32
60550,Rothois,227,60,32
60551,Rousseloy,277,60,32
60552,Rouville,254,60,32
60553,Rouvillers,277,60,32
60554,Rouvres-en-Multien,471,60,32
60555,Rouvroy-les-Merles,71,60,32
60556,Royaucourt,215,60,32
60557,Roy-Boissy,328,60,32
60558,Roye-sur-Matz,448,60,32
60559,La Rue-Saint-Pierre,855,60,32
60560,Rully,757,60,32
60561,Russy-Bémont,247,60,32
60562,Sacy-le-Grand,1573,60,32
60563,Sacy-le-Petit,638,60,32
60564,Sains-Morainvillers,272,60,32
60565,Saint-André-Farivillers,514,60,32
60566,Saint-Arnoult,202,60,32
60567,Saint-Aubin-en-Bray,1174,60,32
60568,Saint-Aubin-sous-Erquery,349,60,32
60569,Saint-Crépin-aux-Bois,189,60,32
60570,Saint-Crépin-Ibouvillers,1637,60,32
60571,Saint-Deniscourt,80,60,32
60572,Saint-Étienne-Roilaye,301,60,32
60573,Sainte-Eusoye,331,60,32
60574,Saint-Félix,618,60,32
60575,Sainte-Geneviève,3505,60,32
60576,Saint-Germain-la-Poterie,439,60,32
60577,Saint-Germer-de-Fly,1662,60,32
60578,Saintines,1060,60,32
60579,Saint-Jean-aux-Bois,345,60,32
60581,Saint-Just-en-Chaussée,5810,60,32
60582,Saint-Léger-aux-Bois,735,60,32
60583,Saint-Léger-en-Bray,378,60,32
60584,Saint-Leu-d'Esserent,4638,60,32
60585,Saint-Martin-aux-Bois,263,60,32
60586,Saint-Martin-le-Nœud,1108,60,32
60587,Saint-Martin-Longueau,1449,60,32
60588,Saint-Maur,397,60,32
60589,Saint-Maximin,3335,60,32
60590,Saint-Omer-en-Chaussée,1172,60,32
60591,Saint-Paul,1633,60,32
60592,Saint-Pierre-es-Champs,672,60,32
60593,Saint-Pierre-lès-Bitry,153,60,32
60594,Saint-Quentin-des-Prés,285,60,32
60595,Saint-Remy-en-l'Eau,431,60,32
60596,Saint-Samson-la-Poterie,225,60,32
60597,Saint-Sauveur,1751,60,32
60598,Saint-Sulpice,1079,60,32
60599,Saint-Thibault,281,60,32
60600,Saint-Vaast-de-Longmont,654,60,32
60601,Saint-Vaast-lès-Mello,984,60,32
60602,Saint-Valery,53,60,32
60603,Salency,897,60,32
60604,Sarcus,262,60,32
60605,Sarnois,351,60,32
60608,Le Saulchoy,105,60,32
60609,Savignies,933,60,32
60610,Sempigny,760,60,32
60611,Senantes,577,60,32
60612,Senlis,15157,60,32
60613,Senots,331,60,32
60614,Serans,184,60,32
60615,Sérévillers,132,60,32
60616,Sérifontaine,2784,60,32
60617,Sermaize,271,60,32
60618,Séry-Magneval,269,60,32
60619,Silly-le-Long,1217,60,32
60620,Silly-Tillard,450,60,32
60621,Solente,130,60,32
60622,Sommereux,481,60,32
60623,Songeons,926,60,32
60624,Sully,165,60,32
60625,Suzoy,518,60,32
60626,Talmontiers,643,60,32
60627,Tartigny,250,60,32
60628,Therdonne,1225,60,32
60629,Thérines,196,60,32
60630,Thibivillers,217,60,32
60631,Thiers-sur-Thève,1090,60,32
60632,Thiescourt,750,60,32
60633,Thieuloy-Saint-Antoine,379,60,32
60634,Thieux,438,60,32
60635,Thiverny,1041,60,32
60636,Thourotte,4463,60,32
60637,Thury-en-Valois,462,60,32
60638,Thury-sous-Clermont,667,60,32
60639,Tillé,1258,60,32
60640,Tourly,161,60,32
60641,Tracy-le-Mont,1686,60,32
60642,Tracy-le-Val,1037,60,32
60643,Tricot,1392,60,32
60644,Trie-Château,1875,60,32
60645,Trie-la-Ville,303,60,32
60646,Troissereux,1374,60,32
60647,Trosly-Breuil,2077,60,32
60648,Troussencourt,314,60,32
60650,Trumilly,522,60,32
60651,Ully-Saint-Georges,1941,60,32
60652,Valdampierre,941,60,32
60653,Valescourt,295,60,32
60654,Vandélicourt,254,60,32
60655,Varesnes,367,60,32
60656,Varinfroy,265,60,32
60657,Vauchelles,246,60,32
60658,Vauciennes,701,60,32
60659,Vaudancourt,159,60,32
60660,Le Vaumain,401,60,32
60661,Vaumoise,998,60,32
60662,Le Vauroux,495,60,32
60663,Velennes,227,60,32
60664,Vendeuil-Caply,447,60,32
60665,Venette,2758,60,32
60666,Ver-sur-Launette,1130,60,32
60667,Verberie,3898,60,32
60668,Verderel-lès-Sauqueuse,721,60,32
60669,Verderonne,483,60,32
60670,Verneuil-en-Halatte,4775,60,32
60671,Versigny,349,60,32
60672,Vez,285,60,32
60673,Viefvillers,211,60,32
60674,Vieux-Moulin,593,60,32
60675,Vignemont,417,60,32
60676,Ville,741,60,32
60677,Villembray,247,60,32
60678,Villeneuve-les-Sablons,1196,60,32
60679,La Villeneuve-sous-Thury,140,60,32
60680,Villeneuve-sur-Verberie,724,60,32
60681,Villers-Saint-Barthélemy,474,60,32
60682,Villers-Saint-Frambourg-Ognon,726,60,32
60683,Villers-Saint-Genest,386,60,32
60684,Villers-Saint-Paul,6480,60,32
60685,Villers-Saint-Sépulcre,951,60,32
60686,Villers-sous-Saint-Leu,2284,60,32
60687,Villers-sur-Auchy,370,60,32
60688,Villers-sur-Bonnières,130,60,32
60689,Villers-sur-Coudun,1421,60,32
60691,Villers-Vermont,123,60,32
60692,Villers-Vicomte,162,60,32
60693,Villeselve,379,60,32
60694,Les Hauts-Talican,542,60,32
60695,Vineuil-Saint-Firmin,1380,60,32
60697,Vrocourt,33,60,32
60698,Wacquemoulin,283,60,32
60699,Wambez,158,60,32
60700,Warluis,1218,60,32
60701,Wavignies,1341,60,32
60702,Welles-Pérennes,233,60,32
60703,Aux Marais,921,60,32
62001,Ablain-Saint-Nazaire,1994,62,32
62002,Ablainzevelle,208,62,32
62003,Acheville,576,62,32
62004,Achicourt,7873,62,32
62005,Achiet-le-Grand,974,62,32
62006,Achiet-le-Petit,320,62,32
62007,Acq,783,62,32
62008,Acquin-Westbécourt,802,62,32
62009,Adinfer,287,62,32
62010,Affringues,254,62,32
62011,Agnez-lès-Duisans,621,62,32
62012,Agnières,255,62,32
62013,Agny,1871,62,32
62014,Aire-sur-la-Lys,9598,62,32
62015,Airon-Notre-Dame,261,62,32
62016,Airon-Saint-Vaast,185,62,32
62017,Aix-en-Ergny,194,62,32
62018,Aix-en-Issart,264,62,32
62019,Aix-Noulette,3902,62,32
62020,Alembon,624,62,32
62021,Alette,365,62,32
62022,Alincthun,291,62,32
62023,Allouagne,2823,62,32
62024,Alquines,973,62,32
62025,Ambleteuse,2033,62,32
62026,Ambricourt,118,62,32
62027,Ambrines,211,62,32
62028,Ames,676,62,32
62029,Amettes,469,62,32
62030,Amplier,297,62,32
62031,Andres,1523,62,32
62032,Angres,4641,62,32
62033,Annay,4571,62,32
62034,Annequin,2133,62,32
62035,Annezin,5825,62,32
62036,Anvin,700,62,32
62037,Anzin-Saint-Aubin,2833,62,32
62038,Ardres,4389,62,32
62039,Arleux-en-Gohelle,960,62,32
62040,Arques,9431,62,32
62041,Arras,42875,62,32
62042,Athies,1038,62,32
62043,Les Attaques,2064,62,32
62044,Attin,885,62,32
62045,Aubigny-en-Artois,1489,62,32
62046,Aubin-Saint-Vaast,733,62,32
62047,Aubrometz,141,62,32
62048,Auchel,10051,62,32
62049,Auchy-au-Bois,548,62,32
62050,Auchy-lès-Hesdin,1513,62,32
62051,Auchy-les-Mines,4625,62,32
62052,Audembert,424,62,32
62053,Audincthun,684,62,32
62054,Audinghen,617,62,32
62055,Audrehem,521,62,32
62056,Audresselles,608,62,32
62057,Audruicq,5309,62,32
62058,Aumerval,189,62,32
62059,Autingues,293,62,32
62060,Auxi-le-Château,2547,62,32
62061,Averdoingt,295,62,32
62062,Avesnes,46,62,32
62063,Avesnes-le-Comte,1840,62,32
62064,Avesnes-lès-Bapaume,174,62,32
62065,Avion,17435,62,32
62066,Avondance,33,62,32
62067,Avroult,536,62,32
62068,Ayette,330,62,32
62069,Azincourt,302,62,32
62070,Bailleul-aux-Cornailles,264,62,32
62071,Bailleul-lès-Pernes,408,62,32
62072,Bailleulmont,213,62,32
62073,Bailleul-Sir-Berthoult,1429,62,32
62074,Bailleulval,237,62,32
62075,Baincthun,1324,62,32
62076,Bainghen,208,62,32
62077,Bajus,355,62,32
62078,Balinghem,1220,62,32
62079,Bancourt,83,62,32
62080,Bapaume,3779,62,32
62081,Baralle,434,62,32
62082,Barastre,308,62,32
62083,Barlin,7331,62,32
62084,Barly,199,62,32
62085,Basseux,129,62,32
62086,Bavincourt,417,62,32
62087,Bayenghem-lès-Éperlecques,1018,62,32
62088,Bayenghem-lès-Seninghem,354,62,32
62089,Bazinghen,410,62,32
62090,Béalencourt,139,62,32
62091,Beaudricourt,98,62,32
62092,Beaufort-Blavincourt,403,62,32
62093,Beaulencourt,241,62,32
62094,Beaumerie-Saint-Martin,379,62,32
62095,Beaumetz-lès-Aire,222,62,32
62096,Beaumetz-lès-Cambrai,528,62,32
62097,Beaumetz-lès-Loges,1003,62,32
62099,Beaurains,5559,62,32
62100,Beaurainville,2014,62,32
62101,Beauvois,133,62,32
62102,Bécourt,280,62,32
62103,Béhagnies,114,62,32
62104,Bellebrune,427,62,32
62105,Belle-et-Houllefort,503,62,32
62106,Bellonne,212,62,32
62107,Bénifontaine,330,62,32
62108,Berck,12951,62,32
62109,Bergueneuse,213,62,32
62111,Berlencourt-le-Cauroy,277,62,32
62112,Berles-au-Bois,553,62,32
62113,Berles-Monchel,482,62,32
62114,Bermicourt,164,62,32
62115,Berneville,485,62,32
62116,Bernieulles,162,62,32
62117,Bertincourt,920,62,32
62118,Béthonsart,155,62,32
62119,Béthune,25224,62,32
62120,Beugin,460,62,32
62121,Beugnâtre,180,62,32
62122,Beugny,351,62,32
62123,Beussent,546,62,32
62124,Beutin,436,62,32
62125,Beuvrequen,458,62,32
62126,Beuvry,9189,62,32
62127,Bezinghem,367,62,32
62128,Biache-Saint-Vaast,4568,62,32
62129,Biefvillers-lès-Bapaume,93,62,32
62130,Bienvillers-au-Bois,671,62,32
62131,Bihucourt,286,62,32
62132,Billy-Berclau,5093,62,32
62133,Billy-Montigny,7937,62,32
62134,Bimont,112,62,32
62135,Blairville,304,62,32
62137,Blangerval-Blangermont,95,62,32
62138,Blangy-sur-Ternoise,715,62,32
62139,Blendecques,4859,62,32
62140,Bléquin,490,62,32
62141,Blessy,907,62,32
62142,Blingel,160,62,32
62143,Boffles,46,62,32
62144,Boiry-Becquerelle,478,62,32
62145,Boiry-Notre-Dame,450,62,32
62146,Boiry-Saint-Martin,255,62,32
62147,Boiry-Sainte-Rictrude,389,62,32
62148,Bois-Bernard,839,62,32
62149,Boisdinghem,260,62,32
62150,Boisjean,529,62,32
62151,Boisleux-au-Mont,514,62,32
62152,Boisleux-Saint-Marc,254,62,32
62153,Bomy,615,62,32
62154,Bonnières,659,62,32
62155,Bonningues-lès-Ardres,637,62,32
62156,Bonningues-lès-Calais,597,62,32
62157,Boubers-lès-Hesmond,68,62,32
62158,Boubers-sur-Canche,578,62,32
62160,Boulogne-sur-Mer,40539,62,32
62161,Bouquehault,788,62,32
62162,Bourecq,568,62,32
62163,Bouret-sur-Canche,239,62,32
62164,Bourlon,1156,62,32
62165,Bournonville,223,62,32
62166,Bours,582,62,32
62167,Boursin,236,62,32
62168,Bourthes,860,62,32
62169,Bouvelinghem,260,62,32
62170,Bouvigny-Boyeffles,2398,62,32
62171,Boyaval,147,62,32
62172,Boyelles,366,62,32
62173,Brebières,5283,62,32
62174,Brêmes,1324,62,32
62175,Brévillers,156,62,32
62176,Bréxent-Énocq,634,62,32
62177,Brimeux,868,62,32
62178,Bruay-la-Buissière,21424,62,32
62179,Brunembert,387,62,32
62180,Brias,295,62,32
62181,Bucquoy,1503,62,32
62182,Buire-au-Bois,237,62,32
62183,Buire-le-Sec,753,62,32
62184,Buissy,284,62,32
62185,Bullecourt,225,62,32
62186,Bully-les-Mines,12146,62,32
62187,Buneville,172,62,32
62188,Burbure,2834,62,32
62189,Bus,132,62,32
62190,Busnes,1243,62,32
62191,Caffiers,734,62,32
62192,Cagnicourt,421,62,32
62193,Calais,67571,62,32
62194,Calonne-Ricouart,5369,62,32
62195,Calonne-sur-la-Lys,1595,62,32
62196,La Calotterie,582,62,32
62197,Camblain-Châtelain,1762,62,32
62198,Cambligneul,352,62,32
62199,Camblain-l'Abbé,683,62,32
62200,Cambrin,1263,62,32
62201,Camiers,2582,62,32
62202,Campagne-lès-Boulonnais,669,62,32
62203,Campagne-lès-Guines,407,62,32
62204,Campagne-lès-Hesdin,1943,62,32
62205,Campagne-lès-Wardrecques,1301,62,32
62206,Campigneulles-les-Grandes,295,62,32
62207,Campigneulles-les-Petites,521,62,32
62208,Canettemont,66,62,32
62209,Canlers,168,62,32
62211,Capelle-Fermont,223,62,32
62212,Capelle-lès-Hesdin,474,62,32
62213,Carency,819,62,32
62214,Carly,638,62,32
62215,Carvin,17909,62,32
62216,La Cauchie,211,62,32
62217,Cauchy-à-la-Tour,2593,62,32
62218,Caucourt,331,62,32
62219,Caumont,150,62,32
62220,Cavron-Saint-Martin,423,62,32
62221,Chelers,247,62,32
62222,Chériennes,174,62,32
62223,Chérisy,293,62,32
62224,Chocques,2785,62,32
62225,Clairmarais,593,62,32
62227,Clenleu,186,62,32
62228,Clerques,312,62,32
62229,Cléty,805,62,32
62230,Colembert,907,62,32
62231,Colline-Beaumont,132,62,32
62232,La Comté,879,62,32
62233,Conchil-le-Temple,1073,62,32
62234,Conchy-sur-Canche,222,62,32
62235,Condette,2443,62,32
62236,Contes,354,62,32
62237,Conteville-lès-Boulogne,572,62,32
62238,Conteville-en-Ternois,83,62,32
62239,Coquelles,2638,62,32
62240,Corbehem,2258,62,32
62241,Cormont,309,62,32
62242,Couin,76,62,32
62243,Coullemont,111,62,32
62244,Coulogne,5438,62,32
62245,Coulomby,770,62,32
62246,Coupelle-Neuve,146,62,32
62247,Coupelle-Vieille,550,62,32
62248,Courcelles-le-Comte,479,62,32
62249,Courcelles-lès-Lens,7830,62,32
62250,Courrières,10176,62,32
62251,Courset,505,62,32
62252,La Couture,2590,62,32
62253,Couturelle,76,62,32
62254,Coyecques,597,62,32
62255,Crémarest,815,62,32
62256,Crépy,159,62,32
62257,Créquy,463,62,32
62258,Croisette,318,62,32
62259,Croisilles,1939,62,32
62260,Croix-en-Ternois,333,62,32
62261,Cucq,5129,62,32
62262,Cuinchy,1784,62,32
62263,Dainville,5683,62,32
62264,Dannes,1311,62,32
62265,Delettes,1124,62,32
62266,Denier,94,62,32
62267,Dennebrœucq,391,62,32
62268,Desvres,4829,62,32
62269,Diéval,709,62,32
62270,Divion,6766,62,32
62271,Dohem,826,62,32
62272,Douchy-lès-Ayette,286,62,32
62273,Doudeauville,593,62,32
62274,Dourges,6139,62,32
62275,Douriez,296,62,32
62276,Douvrin,5867,62,32
62277,Drocourt,2939,62,32
62278,Drouvin-le-Marais,622,62,32
62279,Duisans,1399,62,32
62280,Dury,301,62,32
62281,Echinghen,378,62,32
62282,Éclimeux,178,62,32
62283,Écoivres,124,62,32
62284,Écourt-Saint-Quentin,1706,62,32
62285,Écoust-Saint-Mein,485,62,32
62286,Ecquedecques,511,62,32
62288,Ecques,2181,62,32
62289,Écuires,682,62,32
62290,Écurie,370,62,32
62291,Éleu-dit-Leauwette,2805,62,32
62292,Elnes,836,62,32
62293,Embry,241,62,32
62295,Enquin-lez-Guinegatte,1594,62,32
62296,Enquin-sur-Baillons,237,62,32
62297,Éperlecques,3737,62,32
62298,Épinoy,491,62,32
62299,Eps,238,62,32
62300,Équihen-Plage,2619,62,32
62301,Équirre,71,62,32
62302,Ergny,230,62,32
62303,Érin,221,62,32
62304,Erny-Saint-Julien,338,62,32
62306,Ervillers,396,62,32
62307,Escalles,223,62,32
62308,Escœuilles,461,62,32
62309,Esquerdes,1594,62,32
62310,Essars,1753,62,32
62311,Estevelles,1979,62,32
62312,Estrée,304,62,32
62313,Estrée-Blanche,913,62,32
62314,Estrée-Cauchy,354,62,32
62315,Estréelles,342,62,32
62316,Estrée-Wamin,224,62,32
62317,Étaing,476,62,32
62318,Étaples,10710,62,32
62319,Éterpigny,252,62,32
62320,Étrun,327,62,32
62321,Évin-Malmaison,4628,62,32
62322,Famechon,111,62,32
62323,Fampoux,1267,62,32
62324,Farbus,629,62,32
62325,Fauquembergues,932,62,32
62326,Favreuil,228,62,32
62327,Febvin-Palfart,604,62,32
62328,Ferfay,861,62,32
62329,Ferques,1770,62,32
62330,Festubert,1242,62,32
62331,Feuchy,991,62,32
62332,Ficheux,496,62,32
62333,Fiefs,354,62,32
62334,Fiennes,850,62,32
62335,Fillièvres,510,62,32
62336,Fléchin,469,62,32
62337,Flers,227,62,32
62338,Fleurbaix,2947,62,32
62339,Fleury,109,62,32
62340,Floringhem,877,62,32
62341,Foncquevillers,401,62,32
62342,Fontaine-lès-Boulans,97,62,32
62343,Fontaine-lès-Croisilles,273,62,32
62344,Fontaine-lès-Hermans,105,62,32
62345,Fontaine-l'Étalon,92,62,32
62346,Fortel-en-Artois,212,62,32
62347,Fosseux,119,62,32
62348,Foufflin-Ricametz,148,62,32
62349,Fouquereuil,1632,62,32
62350,Fouquières-lès-Béthune,1108,62,32
62351,Fouquières-lès-Lens,6087,62,32
62352,Framecourt,116,62,32
62353,Frémicourt,239,62,32
62354,Frencq,893,62,32
62355,Fresnes-lès-Montauban,604,62,32
62356,Fresnicourt-le-Dolmen,791,62,32
62357,Fresnoy,62,62,32
62358,Fresnoy-en-Gohelle,233,62,32
62359,Fressin,579,62,32
62360,Fréthun,1403,62,32
62361,Frévent,3259,62,32
62362,Frévillers,239,62,32
62363,Frévin-Capelle,400,62,32
62364,Fruges,2362,62,32
62365,Galametz,208,62,32
62366,Gauchin-Légal,296,62,32
62367,Gauchin-Verloingt,774,62,32
62368,Gaudiempré,215,62,32
62369,Gavrelle,768,62,32
62370,Gennes-Ivergny,122,62,32
62371,Givenchy-en-Gohelle,2072,62,32
62372,Givenchy-le-Noble,155,62,32
62373,Givenchy-lès-la-Bassée,982,62,32
62374,Gomiécourt,151,62,32
62375,Gommecourt,86,62,32
62376,Gonnehem,2525,62,32
62377,Gosnay,941,62,32
62378,Gouves,195,62,32
62379,Gouy-en-Artois,327,62,32
62380,Gouy-Servins,360,62,32
62381,Gouy-en-Ternois,127,62,32
62382,Gouy-Saint-André,659,62,32
62383,Gouy-sous-Bellonne,1391,62,32
62384,Graincourt-lès-Havrincourt,632,62,32
62385,Grand-Rullecourt,383,62,32
62386,Grenay,6644,62,32
62387,Grévillers,353,62,32
62388,Grigny,290,62,32
62389,Grincourt-lès-Pas,32,62,32
62390,Groffliers,1470,62,32
62391,Guarbecque,1381,62,32
62392,Guémappe,408,62,32
62393,Guemps,1067,62,32
62395,Guigny,149,62,32
62396,Guinecourt,13,62,32
62397,Guînes,5479,62,32
62398,Guisy,275,62,32
62399,Habarcq,676,62,32
62400,Haillicourt,5064,62,32
62401,Haisnes,4396,62,32
62402,Halinghen,308,62,32
62403,Hallines,1196,62,32
62404,Halloy,201,62,32
62405,Hamblain-les-Prés,454,62,32
62406,Hamelincourt,260,62,32
62407,Ham-en-Artois,944,62,32
62408,Hames-Boucres,1439,62,32
62409,Hannescamps,205,62,32
62410,Haplincourt,191,62,32
62411,Haravesnes,51,62,32
62412,Hardinghen,1270,62,32
62413,Harnes,12247,62,32
62414,Haucourt,206,62,32
62415,Haute-Avesnes,465,62,32
62416,Hautecloque,214,62,32
62418,Hauteville,308,62,32
62419,Haut-Loquin,189,62,32
62421,Havrincourt,351,62,32
62422,Hébuterne,526,62,32
62423,Helfaut,1724,62,32
62424,Hendecourt-lès-Cagnicourt,288,62,32
62425,Hendecourt-lès-Ransart,143,62,32
62426,Héninel,187,62,32
62427,Hénin-Beaumont,25688,62,32
62428,Hénin-sur-Cojeul,528,62,32
62429,Henneveux,272,62,32
62430,Hénu,147,62,32
62432,Herbinghen,415,62,32
62433,Héricourt,77,62,32
62434,La Herlière,135,62,32
62435,Herlincourt,106,62,32
62436,Herlin-le-Sec,161,62,32
62437,Herly,330,62,32
62438,Hermaville,529,62,32
62439,Hermelinghen,407,62,32
62440,Hermies,1062,62,32
62441,Hermin,206,62,32
62442,Hernicourt,512,62,32
62443,Hersin-Coupigny,6082,62,32
62444,Hervelinghen,215,62,32
62445,Hesdigneul-lès-Béthune,828,62,32
62446,Hesdigneul-lès-Boulogne,853,62,32
62447,Hesdin-la-Forêt,4480,62,32
62448,Hesdin-l'Abbé,1891,62,32
62449,Hesmond,172,62,32
62450,Hestrus,215,62,32
62451,Heuchin,482,62,32
62452,Heuringhem,1389,62,32
62453,Hézecques,127,62,32
62454,Hinges,2485,62,32
62455,Hocquinghen,118,62,32
62456,Houchin,738,62,32
62457,Houdain,6945,62,32
62458,Houlle,1116,62,32
62459,Houvin-Houvigneul,247,62,32
62460,Hubersent,272,62,32
62462,Huclier,152,62,32
62463,Hucqueliers,494,62,32
62464,Hulluch,3371,62,32
62465,Humbercamps,219,62,32
62466,Humbert,249,62,32
62467,Humerœuille,182,62,32
62468,Humières,218,62,32
62469,Inchy-en-Artois,575,62,32
62470,Incourt,91,62,32
62471,Bellinghem,1062,62,32
62472,Inxent,157,62,32
62473,Isbergues,8650,62,32
62474,Isques,1122,62,32
62475,Ivergny,238,62,32
62476,Izel-lès-Équerchin,1040,62,32
62477,Izel-lès-Hameau,742,62,32
62478,Journy,310,62,32
62479,Labeuvrière,1648,62,32
62480,Labourse,2858,62,32
62481,Labroye,140,62,32
62483,Lacres,250,62,32
62484,Lagnicourt-Marcel,309,62,32
62485,Laires,365,62,32
62486,Lambres,1070,62,32
62487,Landrethun-le-Nord,1242,62,32
62488,Landrethun-lès-Ardres,787,62,32
62489,Lapugnoy,3481,62,32
62490,Lattre-Saint-Quentin,341,62,32
62491,Laventie,5044,62,32
62492,Lebiez,229,62,32
62493,Lebucquière,232,62,32
62494,Léchelle,44,62,32
62495,Ledinghem,316,62,32
62496,Lefaux,229,62,32
62497,Leforest,7060,62,32
62498,Lens,32920,62,32
62499,Lépine,291,62,32
62500,Lespesses,402,62,32
62501,Lespinoy,243,62,32
62502,Lestrem,5009,62,32
62503,Leubringhen,293,62,32
62504,Leulinghem,269,62,32
62505,Leulinghen-Bernes,540,62,32
62506,Licques,1679,62,32
62507,Liencourt,303,62,32
62508,Lières,335,62,32
62509,Liettres,378,62,32
62510,Liévin,30063,62,32
