CODGEO,NOM_COMMUNE,POPULATION,DEP,REG
59247,Forest-sur-Marque,1662,59,32
59249,Fourmies,11449,59,32
59250,Fournes-en-Weppes,2179,59,32
59251,Frasnoy,389,59,32
59252,Frelinghien,2609,59,32
59253,Fresnes-sur-Escaut,7354,59,32
59254,Fressain,919,59,32
59255,Fressies,571,59,32
59256,Fretin,3214,59,32
59257,Fromelles,1161,59,32
59258,Genech,2803,59,32
59259,Ghissignies,505,59,32
59260,Ghyvelde,4133,59,32
59261,Glageon,1699,59,32
59262,Godewaersvelde,2024,59,32
59263,Gœulzin,1070,59,32
59264,Gognies-Chaussée,723,59,32
59265,Gommegnies,2264,59,32
59266,Gondecourt,4148,59,32
59267,Gonnelieu,279,59,32
59268,La Gorgue,5616,59,32
59269,Gouzeaucourt,1413,59,32
59270,Grand-Fayt,473,59,32
59271,Grande-Synthe,20239,59,32
59272,Grand-Fort-Philippe,4887,59,32
59273,Gravelines,11430,59,32
59274,La Groise,464,59,32
59275,Gruson,1207,59,32
59276,Guesnain,4635,59,32
59277,Gussignies,353,59,32
59278,Hallennes-lez-Haubourdin,4683,59,32
59279,Halluin,20715,59,32
59280,Hamel,797,59,32
59281,Hantay,1244,59,32
59282,Hardifort,385,59,32
59283,Hargnies,599,59,32
59284,Hasnon,3849,59,32
59285,Haspres,2626,59,32
59286,Haubourdin,15074,59,32
59287,Haucourt-en-Cambrésis,193,59,32
59288,Haulchin,2281,59,32
59289,Haussy,1451,59,32
59290,Haut-Lieu,361,59,32
59291,Hautmont,14152,59,32
59292,Haveluy,3222,59,32
59293,Haverskerque,1376,59,32
59294,Haynecourt,307,59,32
59295,Hazebrouck,21912,59,32
59296,Hecq,353,59,32
59297,Hélesmes,1907,59,32
59299,Hem,18582,59,32
59300,Hem-Lenglet,565,59,32
59301,Hergnies,4479,59,32
59302,Hérin,4169,59,32
59303,Herlies,2267,59,32
59304,Herrin,425,59,32
59305,Herzeele,1638,59,32
59306,Hestrud,288,59,32
59307,Holque,837,59,32
59308,Hondeghem,916,59,32
59309,Hondschoote,3957,59,32
59310,Hon-Hergies,867,59,32
59311,Honnechy,541,59,32
59312,Honnecourt-sur-Escaut,710,59,32
59313,Hordain,1446,59,32
59314,Hornaing,3496,59,32
59315,Houdain-lez-Bavay,902,59,32
59316,Houplin-Ancoisne,3326,59,32
59317,Houplines,7921,59,32
59318,Houtkerque,978,59,32
59319,Hoymille,3259,59,32
59320,Illies,1712,59,32
59321,Inchy,619,59,32
59322,Iwuy,3403,59,32
59323,Jenlain,1115,59,32
59324,Jeumont,10160,59,32
59325,Jolimetz,856,59,32
59326,Killem,1164,59,32
59327,Lallaing,6287,59,32
59328,Lambersart,27090,59,32
59329,Lambres-lez-Douai,4883,59,32
59330,Landas,2518,59,32
59331,Landrecies,3407,59,32
59332,Lannoy,1812,59,32
59333,Larouillies,231,59,32
59334,Lauwin-Planque,1608,59,32
59335,Lecelles,3046,59,32
59336,Lécluse,1346,59,32
59337,Lederzeele,703,59,32
59338,Ledringhem,611,59,32
59339,Leers,9521,59,32
59340,Leffrinckoucke,4078,59,32
59341,Lesdain,432,59,32
59342,Lez-Fontaine,236,59,32
59343,Lesquin,9600,59,32
59344,Leval,2474,59,32
59345,Lewarde,2353,59,32
59346,Lezennes,2978,59,32
59347,Liessies,527,59,32
59348,Lieu-Saint-Amand,1462,59,32
59349,Ligny-en-Cambrésis,1847,59,32
59350,Lille,238246,59,32
59351,Limont-Fontaine,525,59,32
59352,Linselles,8161,59,32
59353,Locquignol,301,59,32
59354,Loffre,712,59,32
59356,Lompret,2155,59,32
59357,La Longueville,2057,59,32
59358,Looberghe,1228,59,32
59359,Loon-Plage,5952,59,32
59360,Loos,22567,59,32
59361,Lourches,3734,59,32
59363,Louvignies-Quesnoy,899,59,32
59364,Louvil,922,59,32
59365,Louvroil,6294,59,32
59366,Lynde,783,59,32
59367,Lys-lez-Lannoy,14050,59,32
59368,La Madeleine,21790,59,32
59369,Maing,3954,59,32
59370,Mairieux,699,59,32
59371,Le Maisnil,628,59,32
59372,Malincourt,498,59,32
59374,Marbaix,461,59,32
59375,Marchiennes,4507,59,32
59377,Marcoing,1841,59,32
59378,Marcq-en-Barœul,40184,59,32
59379,Marcq-en-Ostrevent,741,59,32
59381,Maresches,808,59,32
59382,Maretz,1402,59,32
59383,Marly,11995,59,32
59384,Maroilles,1454,59,32
59385,Marpent,2653,59,32
59386,Marquette-lez-Lille,12622,59,32
59387,Marquette-en-Ostrevant,1943,59,32
59388,Marquillies,1961,59,32
59389,Masnières,2689,59,32
59390,Masny,3999,59,32
59391,Mastaing,911,59,32
59392,Maubeuge,28767,59,32
59393,Maulde,949,59,32
59394,Maurois,405,59,32
59395,Mazinghien,279,59,32
59396,Mecquignies,695,59,32
59397,Merckeghem,615,59,32
59398,Mérignies,3527,59,32
59399,Merris,1106,59,32
59400,Merville,9808,59,32
59401,Méteren,2231,59,32
59402,Millam,838,59,32
59403,Millonfosse,705,59,32
59405,Mœuvres,490,59,32
59406,Monceau-Saint-Waast,419,59,32
59407,Monchaux-sur-Écaillon,616,59,32
59408,Moncheaux,1663,59,32
59409,Monchecourt,2516,59,32
59410,Mons-en-Barœul,21105,59,32
59411,Mons-en-Pévèle,2075,59,32
59412,Montay,276,59,32
59413,Montigny-en-Cambrésis,552,59,32
59414,Montigny-en-Ostrevent,4495,59,32
59415,Montrécourt,228,59,32
59416,Morbecque,2573,59,32
59418,Mortagne-du-Nord,1599,59,32
59419,Mouchin,1491,59,32
59420,Moustier-en-Fagne,61,59,32
59421,Mouvaux,13369,59,32
59422,Naves,620,59,32
59423,Neuf-Berquin,1417,59,32
59424,Neuf-Mesnil,1286,59,32
59425,Neuville-en-Avesnois,298,59,32
59426,Neuville-en-Ferrain,10002,59,32
59427,La Neuville,593,59,32
59428,Neuville-Saint-Rémy,4012,59,32
59429,Neuville-sur-Escaut,2901,59,32
59430,Neuvilly,1103,59,32
59431,Nieppe,7764,59,32
59432,Niergnies,509,59,32
59433,Nieurlet,908,59,32
59434,Nivelle,1406,59,32
59435,Nomain,2651,59,32
59436,Noordpeene,825,59,32
59437,Noyelles-lès-Seclin,838,59,32
59438,Noyelles-sur-Escaut,816,59,32
59439,Noyelles-sur-Sambre,283,59,32
59440,Noyelles-sur-Selle,657,59,32
59441,Obies,660,59,32
59442,Obrechies,283,59,32
59443,Ochtezeele,351,59,32
59444,Odomez,945,59,32
59445,Ohain,1171,59,32
59446,Oisy,699,59,32
59447,Onnaing,8479,59,32
59448,Oost-Cappel,463,59,32
59449,Orchies,8396,59,32
59450,Ors,644,59,32
59451,Orsinval,564,59,32
59452,Ostricourt,6097,59,32
59453,Oudezeele,690,59,32
59454,Oxelaëre,540,59,32
59455,Paillencourt,1030,59,32
59456,Pecquencourt,6092,59,32
59457,Pérenchies,8455,59,32
59458,Péronne-en-Mélantois,1025,59,32
59459,Petite-Forêt,5054,59,32
59461,Petit-Fayt,286,59,32
59462,Phalempin,4847,59,32
59463,Pitgam,1007,59,32
59464,Poix-du-Nord,2126,59,32
59465,Pommereuil,765,59,32
59466,Pont-à-Marcq,3016,59,32
59467,Pont-sur-Sambre,2371,59,32
59468,Potelle,439,59,32
59469,Pradelles,399,59,32
59470,Prémesques,2031,59,32
59471,Préseau,2100,59,32
59472,Preux-au-Bois,832,59,32
59473,Preux-au-Sart,300,59,32
59474,Prisches,1000,59,32
59475,Prouvy,2178,59,32
59476,Proville,3206,59,32
59477,Provin,4428,59,32
59478,Quaëdypre,1108,59,32
59479,Quarouble,3145,59,32
59480,Quérénaing,865,59,32
59481,Le Quesnoy,4878,59,32
59482,Quesnoy-sur-Deûle,6805,59,32
59483,Quiévelon,135,59,32
59484,Quiévrechain,5949,59,32
59485,Quiévy,1803,59,32
59486,Râches,2672,59,32
59487,Radinghem-en-Weppes,1410,59,32
59488,Raillencourt-Sainte-Olle,2127,59,32
59489,Raimbeaucourt,4000,59,32
59490,Rainsars,197,59,32
59491,Raismes,12199,59,32
59492,Ramillies,579,59,32
59493,Ramousies,220,59,32
59494,Raucourt-au-Bois,150,59,32
59495,Recquignies,2338,59,32
59496,Rejet-de-Beaulieu,241,59,32
59497,Renescure,2113,59,32
59498,Reumont,337,59,32
59499,Rexpoëde,1976,59,32
59500,Ribécourt-la-Tour,380,59,32
59501,Rieulay,1261,59,32
59502,Rieux-en-Cambrésis,1425,59,32
59503,Robersart,201,59,32
59504,Rœulx,3743,59,32
59505,Rombies-et-Marchipont,741,59,32
59506,Romeries,471,59,32
59507,Ronchin,19787,59,32
59508,Roncq,14075,59,32
59509,Roost-Warendin,5956,59,32
59511,Rosult,2022,59,32
59512,Roubaix,98286,59,32
59513,Roucourt,456,59,32
59514,Rousies,3980,59,32
59515,Rouvignies,655,59,32
59516,Rubrouck,899,59,32
59517,Les Rues-des-Vignes,737,59,32
59518,Ruesnes,448,59,32
59519,Rumegies,1722,59,32
59520,Rumilly-en-Cambrésis,1431,59,32
59521,Sailly-lez-Cambrai,409,59,32
59522,Sailly-lez-Lannoy,1923,59,32
59523,Sainghin-en-Mélantois,2840,59,32
59524,Sainghin-en-Weppes,5638,59,32
59525,Sains-du-Nord,2755,59,32
59526,Saint-Amand-les-Eaux,15974,59,32
59527,Saint-André-lez-Lille,13233,59,32
59528,Saint-Aubert,1570,59,32
59529,Saint-Aubin,328,59,32
59530,Saint-Aybert,328,59,32
59531,Saint-Benin,343,59,32
59532,Saint-Georges-sur-l'Aa,287,59,32
59533,Saint-Hilaire-lez-Cambrai,1558,59,32
59534,Saint-Hilaire-sur-Helpe,733,59,32
59535,Saint-Jans-Cappel,1598,59,32
59536,Sainte-Marie-Cappel,825,59,32
59537,Saint-Martin-sur-Écaillon,483,59,32
59538,Saint-Momelin,410,59,32
59539,Saint-Pierre-Brouck,989,59,32
59541,Saint-Python,978,59,32
59542,Saint-Remy-Chaussée,469,59,32
59543,Saint-Remy-du-Nord,1054,59,32
59544,Saint-Saulve,10947,59,32
59545,Saint-Souplet,1191,59,32
59546,Saint-Sylvestre-Cappel,1144,59,32
59547,Saint-Vaast-en-Cambrésis,871,59,32
59548,Saint-Waast,686,59,32
59549,Salesches,327,59,32
59550,Salomé,3182,59,32
59551,Saméon,1704,59,32
59552,Sancourt,190,59,32
59553,Santes,5652,59,32
59554,Sars-et-Rosières,620,59,32
59555,Sars-Poteries,1402,59,32
59556,Sassegnies,260,59,32
59557,Saultain,2499,59,32
59558,Saulzoir,1672,59,32
59559,Sebourg,1967,59,32
59560,Seclin,13261,59,32
59562,Sémeries,520,59,32
59563,Semousies,227,59,32
59564,La Sentinelle,3103,59,32
59565,Sepmeries,640,59,32
59566,Sequedin,4675,59,32
59567,Séranvillers-Forenville,416,59,32
59568,Sercus,486,59,32
59569,Sin-le-Noble,16076,59,32
59570,Socx,869,59,32
59571,Solesmes,4142,59,32
59572,Solre-le-Château,1796,59,32
59573,Solrinnes,142,59,32
59574,Somain,11766,59,32
59575,Sommaing,397,59,32
59576,Spycker,1718,59,32
59577,Staple,756,59,32
59578,Steenbecque,1602,59,32
59579,Steene,1405,59,32
59580,Steenvoorde,4332,59,32
59581,Steenwerck,3450,59,32
59582,Strazeele,942,59,32
59583,Taisnières-en-Thiérache,475,59,32
59584,Taisnières-sur-Hon,963,59,32
59585,Templemars,3669,59,32
59586,Templeuve-en-Pévèle,7202,59,32
59587,Terdeghem,519,59,32
59588,Téteghem-Coudekerque-Village,8247,59,32
59589,Thiant,2914,59,32
59590,Thiennes,920,59,32
59591,Thivencelle,817,59,32
59592,Thumeries,4170,59,32
59593,Thun-l'Évêque,788,59,32
59594,Thun-Saint-Amand,1106,59,32
59595,Thun-Saint-Martin,543,59,32
59596,Tilloy-lez-Marchiennes,536,59,32
59597,Tilloy-lez-Cambrai,695,59,32
59598,Toufflers,3957,59,32
59599,Tourcoing,98772,59,32
59600,Tourmignies,936,59,32
59601,Trélon,2604,59,32
59602,Tressin,1386,59,32
59603,Trith-Saint-Léger,6019,59,32
59604,Troisvilles,805,59,32
59605,Uxem,1518,59,32
59606,Valenciennes,43468,59,32
59607,Vendegies-au-Bois,482,59,32
59608,Vendegies-sur-Écaillon,1123,59,32
59609,Vendeville,1654,59,32
59610,Verchain-Maugré,1103,59,32
59611,Verlinghem,2682,59,32
59612,Vertain,535,59,32
59613,Vicq,1464,59,32
59614,Viesly,1364,59,32
59615,Vieux-Berquin,2628,59,32
59616,Vieux-Condé,10617,59,32
59617,Vieux-Mesnil,641,59,32
59618,Vieux-Reng,938,59,32
59619,Villereau,1084,59,32
59620,Villers-au-Tertre,670,59,32
59622,Villers-en-Cauchies,1151,59,32
59623,Villers-Guislain,684,59,32
59624,Villers-Outréaux,2117,59,32
59625,Villers-Plouich,390,59,32
59626,Villers-Pol,1197,59,32
59627,Villers-Sire-Nicole,1009,59,32
59628,Volckerinckhove,573,59,32
59629,Vred,1302,59,32
59630,Wahagnies,2613,59,32
59631,Walincourt-Selvigny,2081,59,32
59632,Wallers,5633,59,32
59633,Wallers-en-Fagne,284,59,32
59634,Wallon-Cappel,808,59,32
59635,Wambaix,381,59,32
59636,Wambrechies,11012,59,32
59637,Wandignies-Hamage,1301,59,32
59638,Wannehain,1338,59,32
59639,Wargnies-le-Grand,1125,59,32
59640,Wargnies-le-Petit,771,59,32
59641,Warhem,2020,59,32
59642,Warlaing,603,59,32
59643,Warneton,231,59,32
59645,Wasnes-au-Bac,604,59,32
59646,Wasquehal,20726,59,32
59647,Watten,2564,59,32
59648,Wattignies,15525,59,32
59649,Wattignies-la-Victoire,240,59,32
59650,Wattrelos,40847,59,32
59651,Wavrechain-sous-Denain,1599,59,32
59652,Wavrechain-sous-Faulx,440,59,32
59653,Wavrin,7758,59,32
59654,Waziers,7266,59,32
59655,Wemaers-Cappel,225,59,32
59656,Wervicq-Sud,5426,59,32
59657,West-Cappel,644,59,32
59658,Wicres,581,59,32
59659,Wignehies,2804,59,32
59660,Willems,2941,59,32
59661,Willies,128,59,32
59662,Winnezeele,1261,59,32
59663,Wormhout,5584,59,32
59664,Wulverdinghe,334,59,32
59665,Wylder,298,59,32
59666,Zegerscappel,1562,59,32
59667,Zermezeele,252,59,32
59668,Zuydcoote,1630,59,32
59669,Zuytpeene,557,59,32
59670,Don,1387,59,32
60001,Abancourt,569,60,32
60002,Abbecourt,879,60,32
60003,Abbeville-Saint-Lucien,499,60,32
60004,Achy,408,60,32
60005,Acy-en-Multien,821,60,32
60006,Les Ageux,1153,60,32
60007,Agnetz,3058,60,32
60008,Airion,409,60,32
60009,Allonne,1767,60,32
60010,Amblainville,1805,60,32
60011,Amy,419,60,32
60012,Andeville,3434,60,32
60013,Angicourt,1345,60,32
60014,Angivillers,155,60,32
60015,Angy,1124,60,32
60016,Ansacq,273,60,32
60017,Ansauvillers,1134,60,32
60019,Antheuil-Portes,408,60,32
60020,Antilly,273,60,32
60021,Appilly,498,60,32
60022,Apremont,636,60,32
60023,Armancourt,548,60,32
60024,Arsy,832,60,32
60025,Attichy,1857,60,32
60026,Auchy-la-Montagne,562,60,32
60027,Auger-Saint-Vincent,515,60,32
60028,Aumont-en-Halatte,567,60,32
60029,Auneuil,2898,60,32
60030,Auteuil,554,60,32
60031,Autheuil-en-Valois,265,60,32
60032,Autrêches,738,60,32
60033,Avilly-Saint-Léonard,852,60,32
60034,Avrechy,1147,60,32
60035,Avricourt,232,60,32
60036,Avrigny,404,60,32
60037,Babœuf,508,60,32
60039,Bacouël,477,60,32
60040,Bailleul-le-Soc,645,60,32
60041,Bailleul-sur-Thérain,2330,60,32
60042,Bailleval,1483,60,32
60043,Bailly,599,60,32
60044,Balagny-sur-Thérain,1628,60,32
60045,Barbery,528,60,32
60046,Bargny,324,60,32
60047,Baron,729,60,32
60048,Baugy,286,60,32
60049,Bazancourt,100,60,32
60050,Bazicourt,388,60,32
60051,Beaudéduit,173,60,32
60052,Beaugies-sous-Bois,104,60,32
60053,Beaulieu-les-Fontaines,563,60,32
60054,Beaumont-les-Nonains,339,60,32
60055,Beaurains-lès-Noyon,341,60,32
60056,Beaurepaire,63,60,32
60057,Beauvais,55550,60,32
60058,Beauvoir,239,60,32
60059,Béhéricourt,192,60,32
60060,Belle-Église,730,60,32
60061,Belloy,68,60,32
60062,Berlancourt,310,60,32
60063,Berneuil-en-Bray,813,60,32
60064,Berneuil-sur-Aisne,912,60,32
60065,Berthecourt,1564,60,32
60066,Béthancourt-en-Valois,214,60,32
60067,Béthisy-Saint-Martin,996,60,32
60068,Béthisy-Saint-Pierre,3111,60,32
60069,Betz,1100,60,32
60070,Bienville,495,60,32
60071,Biermont,160,60,32
60072,Bitry,308,60,32
60073,Blacourt,592,60,32
60074,Blaincourt-lès-Précy,1189,60,32
60075,Blancfossé,143,60,32
60076,Blargies,498,60,32
60077,Blicourt,356,60,32
60078,Blincourt,125,60,32
60079,Boissy-Fresnoy,942,60,32
60081,Bonlier,467,60,32
60082,Bonneuil-les-Eaux,787,60,32
60083,Bonneuil-en-Valois,986,60,32
60084,Bonnières,201,60,32
60085,Bonvillers,189,60,32
60086,Boran-sur-Oise,2135,60,32
60087,Borest,367,60,32
60088,Bornel,4832,60,32
60089,Boubiers,382,60,32
60090,Bouconvillers,423,60,32
60091,Bouillancy,429,60,32
60092,Boullarre,194,60,32
60093,Boulogne-la-Grasse,472,60,32
60094,Boursonne,303,60,32
60095,Boury-en-Vexin,343,60,32
60097,Boutencourt,213,60,32
60098,Bouvresse,170,60,32
60099,Braisnes-sur-Aronde,174,60,32
60100,Brasseuse,110,60,32
60101,Brégy,627,60,32
60102,Brenouille,2105,60,32
60103,Bresles,4029,60,32
60104,Breteuil,4222,60,32
60105,Brétigny,435,60,32
60106,Breuil-le-Sec,2467,60,32
60107,Breuil-le-Vert,3183,60,32
60108,Briot,302,60,32
60109,Brombos,244,60,32
60110,Broquiers,231,60,32
60111,Broyes,150,60,32
60112,Brunvillers-la-Motte,335,60,32
60113,Bucamps,209,60,32
60114,Buicourt,143,60,32
60115,Bulles,830,60,32
60116,Bury,2838,60,32
60117,Bussy,305,60,32
60118,Caisnes,518,60,32
60119,Cambronne-lès-Ribécourt,1831,60,32
60120,Cambronne-lès-Clermont,1146,60,32
60121,Campagne,160,60,32
60122,Campeaux,483,60,32
60123,Campremy,469,60,32
60124,Candor,321,60,32
60125,Canly,741,60,32
60126,Cannectancourt,515,60,32
60127,Canny-sur-Matz,415,60,32
60128,Canny-sur-Thérain,222,60,32
60129,Carlepont,1393,60,32
60130,Catenoy,1125,60,32
60131,Catheux,100,60,32
60132,Catigny,176,60,32
60133,Catillon-Fumechon,542,60,32
60134,Cauffry,2649,60,32
60135,Cauvigny,1669,60,32
60136,Cempuis,467,60,32
60137,Cernoy,288,60,32
60138,Chamant,1043,60,32
60139,Chambly,9959,60,32
60140,Chambors,300,60,32
60141,Chantilly,10591,60,32
60142,La Chapelle-en-Serval,3084,60,32
60143,Chaumont-en-Vexin,3338,60,32
60144,Chavençon,159,60,32
60145,Chelles,471,60,32
60146,Chepoix,442,60,32
60147,Chevincourt,772,60,32
60148,Chèvreville,399,60,32
60149,Chevrières,2036,60,32
60150,Chiry-Ourscamp,1093,60,32
60151,Choisy-au-Bac,3449,60,32
60152,Choisy-la-Victoire,252,60,32
60153,Choqueuse-les-Bénards,98,60,32
60154,Cinqueux,1630,60,32
60155,Cires-lès-Mello,3978,60,32
60156,Clairoix,2208,60,32
60157,Clermont,10564,60,32
60158,Coivrel,249,60,32
60159,Compiègne,40761,60,32
60160,Conchy-les-Pots,734,60,32
60161,Conteville,71,60,32
60162,Corbeil-Cerf,357,60,32
60163,Cormeilles,392,60,32
60164,Le Coudray-Saint-Germer,870,60,32
60165,Le Coudray-sur-Thelle,554,60,32
60166,Coudun,1050,60,32
60167,Couloisy,592,60,32
60168,Courcelles-Epayelles,210,60,32
60169,Courcelles-lès-Gisors,809,60,32
60170,Courteuil,581,60,32
60171,Courtieux,171,60,32
60172,Coye-la-Forêt,3915,60,32
60173,Cramoisy,803,60,32
60174,Crapeaumesnil,225,60,32
60175,Creil,36301,60,32
60176,Crépy-en-Valois,14351,60,32
60177,Cressonsacq,435,60,32
60178,Crèvecœur-le-Grand,3462,60,32
60179,Crèvecœur-le-Petit,159,60,32
60180,Crillon,488,60,32
60181,Crisolles,917,60,32
60182,Le Crocq,178,60,32
60183,Croissy-sur-Celle,231,60,32
60184,Croutoy,203,60,32
60185,Crouy-en-Thelle,1092,60,32
60186,Cuignières,274,60,32
60187,Cuigy-en-Bray,987,60,32
60188,Cuise-la-Motte,2042,60,32
60189,Cuts,949,60,32
60190,Cuvergnon,323,60,32
60191,Cuvilly,620,60,32
60192,Cuy,215,60,32
60193,Daméraucourt,198,60,32
60194,Dargies,239,60,32
60195,Delincourt,537,60,32
60196,La Drenne,1080,60,32
60197,Dieudonné,987,60,32
60198,Dives,376,60,32
60199,Doméliers,250,60,32
60200,Domfront,310,60,32
60201,Dompierre,248,60,32
60203,Duvy,412,60,32
60204,Écuvilly,297,60,32
60205,Élencourt,48,60,32
60206,Élincourt-Sainte-Marguerite,922,60,32
60207,Éméville,283,60,32
60208,Énencourt-Léage,121,60,32
60209,La Corne-en-Vexin,544,60,32
60210,Épineuse,281,60,32
60211,Éragny-sur-Epte,598,60,32
60212,Ercuis,1603,60,32
60213,Ermenonville,906,60,32
60214,Ernemont-Boutavent,172,60,32
60215,Erquery,589,60,32
60216,Erquinvillers,185,60,32
60217,Escames,226,60,32
60218,Esches,1623,60,32
60219,Escles-Saint-Pierre,176,60,32
60220,Espaubourg,507,60,32
60221,Esquennoy,732,60,32
60222,Essuiles,505,60,32
60223,Estrées-Saint-Denis,3664,60,32
60224,Étavigny,180,60,32
60225,Étouy,844,60,32
60226,Ève,411,60,32
60227,Évricourt,209,60,32
60228,Fay-les-Étangs,473,60,32
60229,Le Fayel,233,60,32
60230,Le Fay-Saint-Quentin,531,60,32
60231,Feigneux,465,60,32
60232,Ferrières,435,60,32
60233,Feuquières,1437,60,32
60234,Fitz-James,2514,60,32
60235,Flavacourt,684,60,32
60236,Flavy-le-Meldeux,225,60,32
60237,Fléchy,84,60,32
60238,Fleurines,1910,60,32
60239,Fleury,592,60,32
60240,Fontaine-Bonneleau,236,60,32
60241,Fontaine-Chaalis,318,60,32
60242,Fontaine-Lavaganne,502,60,32
60243,Fontaine-Saint-Lucien,176,60,32
60244,Fontenay-Torcy,143,60,32
60245,Formerie,2097,60,32
60247,Fouilleuse,143,60,32
60248,Fouilloy,210,60,32
60249,Foulangues,193,60,32
60250,Fouquenies,406,60,32
60251,Fouquerolles,305,60,32
60252,Fournival,519,60,32
60253,Francastel,497,60,32
60254,Francières,543,60,32
60255,Fréniches,323,60,32
60256,Montchevreuil,1326,60,32
60257,Fresne-Léguillon,440,60,32
60258,Fresnières,154,60,32
60259,Fresnoy-en-Thelle,871,60,32
60260,Fresnoy-la-Rivière,670,60,32
60261,Fresnoy-le-Luat,551,60,32
60262,Le Frestoy-Vaux,224,60,32
60263,Frétoy-le-Château,264,60,32
60264,Frocourt,528,60,32
60265,Froissy,962,60,32
60267,Le Gallet,154,60,32
60268,Gannes,365,60,32
60269,Gaudechart,347,60,32
60270,Genvry,317,60,32
60271,Gerberoy,82,60,32
60272,Gilocourt,626,60,32
60273,Giraumont,518,60,32
60274,Glaignes,356,60,32
60275,Glatigny,216,60,32
60276,Godenvillers,196,60,32
60277,Goincourt,1552,60,32
60278,Golancourt,409,60,32
60279,Gondreville,233,60,32
60280,Gourchelles,102,60,32
60281,Gournay-sur-Aronde,515,60,32
60282,Gouvieux,8867,60,32
60283,Gouy-les-Groseillers,15,60,32
60284,Grandfresnoy,1829,60,32
60285,Grandvillers-aux-Bois,297,60,32
60286,Grandvilliers,2786,60,32
60287,Grandrû,371,60,32
60288,Grémévillers,478,60,32
60289,Grez,272,60,32
60290,Guignecourt,385,60,32
60291,Guiscard,1749,60,32
60292,Gury,232,60,32
60293,Hadancourt-le-Haut-Clocher,376,60,32
60294,Hainvillers,82,60,32
60295,Halloy,438,60,32
60296,Hannaches,132,60,32
60297,Le Hamel,180,60,32
60298,Hanvoile,654,60,32
60299,Hardivillers,548,60,32
60301,Haucourt,133,60,32
60302,Haudivillers,773,60,32
60303,Hautbos,187,60,32
60304,Haute-Épine,253,60,32
60305,Hautefontaine,345,60,32
60306,Hécourt,149,60,32
60307,Heilles,644,60,32
60308,Hémévillers,463,60,32
60309,Hénonville,925,60,32
60310,Herchies,582,60,32
60311,La Hérelle,237,60,32
60312,Héricourt-sur-Thérain,113,60,32
60313,Hermes,2466,60,32
60314,Hétomesnil,309,60,32
60315,Hodenc-en-Bray,478,60,32
60316,Hodenc-l'Évêque,238,60,32
60317,Hondainville,704,60,32
60318,Houdancourt,680,60,32
60319,La Houssoye,591,60,32
60320,Ivors,250,60,32
60321,Ivry-le-Temple,878,60,32
60322,Jaméricourt,302,60,32
60323,Janville,640,60,32
60324,Jaulzy,851,60,32
60325,Jaux,2243,60,32
60326,Jonquières,588,60,32
60327,Jouy-sous-Thelle,1071,60,32
60328,Juvignies,294,60,32
60329,Laberlière,196,60,32
60330,Laboissière-en-Thelle,1326,60,32
60331,Labosse,456,60,32
60332,Labruyère,687,60,32
60333,Lachapelle-aux-Pots,1512,60,32
60334,Lachapelle-Saint-Pierre,827,60,32
60335,Lachapelle-sous-Gerberoy,165,60,32
60336,Lachaussée-du-Bois-d'Écu,182,60,32
60337,Lachelle,805,60,32
60338,Lacroix-Saint-Ouen,5415,60,32
60339,Lafraye,342,60,32
60340,Lagny,524,60,32
60341,Lagny-le-Sec,2043,60,32
60342,Laigneville,4926,60,32
60343,Lalande-en-Son,606,60,32
60344,Lalandelle,504,60,32
60345,Lamécourt,196,60,32
60346,Lamorlaye,9082,60,32
60347,Lannoy-Cuillère,278,60,32
60348,Larbroye,505,60,32
60350,Lassigny,1469,60,32
60351,Lataule,115,60,32
60352,Lattainville,180,60,32
60353,Lavacquerie,182,60,32
60354,Laverrière,32,60,32
60355,Laversines,1116,60,32
60356,Lavilletertre,631,60,32
60357,Léglantiers,548,60,32
60358,Lévignen,1014,60,32
60359,Lhéraule,203,60,32
60360,Liancourt,6785,60,32
60361,Liancourt-Saint-Pierre,573,60,32
60362,Libermont,181,60,32
60363,Lierville,224,60,32
60364,Lieuvillers,718,60,32
60365,Lihus,423,60,32
60366,Litz,359,60,32
60367,Loconville,329,60,32
60368,Longueil-Annel,2586,60,32
60369,Longueil-Sainte-Marie,1895,60,32
60370,Lormaison,1247,60,32
60371,Loueuse,151,60,32
60372,Luchy,682,60,32
60373,Machemont,830,60,32
60374,Maignelay-Montigny,2473,60,32
60375,Maimbeville,381,60,32
